id,name,officialNameStatus,programmeComponent,recordClass,measureType,scaleDisplay,normalizedFormula,denominatorPopulation,sourceDocument,sourceSection,sourceItemCode,sourcePage,reportingLevel,lowestReportingLevel,relatedIndicatorIds,crosswalkStatus,url
IND-RMNCHA2-104,Percentage of adolescent mothers who delivered in a health facility during last one year,Verbatim source-table label,Adolescent pregnancy care,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescent mothers with a birth in the last year,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",5.3,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-105,Percentage of adolescent mothers who received assistance during delivery from health personnel during last one year,Verbatim source-table label,Adolescent pregnancy care,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescent mothers with a birth in the last year,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",5.4,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-106,Percentage of adolescents reporting correct knowledge of care during pregnancy,Verbatim source-table label,Adolescent pregnancy care,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",5.5,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-107,"Percentage of service providers (such as, ASHAs, ANMs, AWWs etc.) reporting correct knowledge of care during pregnancy",Verbatim source-table label,Adolescent pregnancy care,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Service providers assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",5.6,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-108,Percentage of adolescents accessing adolescent clinics for counselling on pregnancy care,Verbatim source-table label,Adolescent pregnancy care,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents in the relevant programme population,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",5.7,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-109,Percentage of adolescents (10-14 and 15-19 years) who reported felling of sad/hopeless/depressed almost every day at least for two weeks during last one year,Verbatim source-table label,Mental health,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents aged 10–19 assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",6.1,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-110,"The proportion of adolescents aged 10-14, 15-19 years who reported that during the past 12 months they felt so sad or hopeless almost every day for two weeks or more in a row, that they stopped doing their usual activities",Verbatim source-table label,Mental health,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents aged 10–19 assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",6.2,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-111,"Percentage of adolescents, who have correct knowledge of early warning signals of common mental health problems",Verbatim source-table label,Mental health,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",6.3,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-112,"Percentage of teachers, parents and ANMs who have correct knowledge on early warning signals of common mental health problems",Verbatim source-table label,Mental health,,Percentage/proportion,%,(numerator ÷ denominator) × 100,"Teachers, parents and ANMs assessed",Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",6.4,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-113,Percentage of adolescents accessing adolescent clinics for counselling on mental health,Verbatim source-table label,Mental health,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents in the relevant programme population,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",6.5,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-114,Percentage of married adolescents who have experienced physical violence from their spouses in past 12 months,Verbatim source-table label,Injuries and violence,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Married adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",7.1,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-115,Percentage of married adolescents who have experienced emotional violence from their spouses in past 12 months,Verbatim source-table label,Injuries and violence,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Married adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",7.2,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-116,Percentage of married adolescents who have experienced sexual violence from their spouses in past 12 months,Verbatim source-table label,Injuries and violence,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Married adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",7.3,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-117,"Percentage of married adolescents who have experienced physical, emotional or sexual violence from their spouses in past 12 months",Verbatim source-table label,Injuries and violence,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Married adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",7.4,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-118,"The proportion of adolescents aged 10-19 years, who suffered from major injuries (accident, fall or any other which restricted their locomotor function), during the past 12 months",Verbatim source-table label,Injuries and violence,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents aged 10–19 assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",7.5,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-119,Percentage of adolescent girls who agree that a husband is justified in hitting or beating his wife for at least one specified reason,Verbatim source-table label,Injuries and violence,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescent girls assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",7.6,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-120,"Percentage of peer educators and care givers (such as partners, husbands, mothers-in-law, teachers and service providers) reporting correct understanding of GBV",Verbatim source-table label,Injuries and violence,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Peer educators and care-givers assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",7.7,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-121,Percentage of adolescents who drink alcohol at least once a week,Verbatim source-table label,Substance misuse,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",8.1,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-122,Percentage of adolescents who are daily tobacco users (smoking),Verbatim source-table label,Substance misuse,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",8.2,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-123,Proportion of adolescents aged 13-15 years who have smoked one or more cigarettes in the past 30 days,Verbatim source-table label,Substance misuse,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents aged 13–15 assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",8.3,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-124,Percentage of adolescents who are daily smokeless tobacco users,Verbatim source-table label,Substance misuse,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",8.4,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-125,Percentage of adolescents who believe smoking causes serious illnesses,Verbatim source-table label,Substance misuse,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",8.5,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-126,Percentage of adolescents who believe smokeless tobacco causes serious illnesses,Verbatim source-table label,Substance misuse,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",8.6,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-127,"Percentage of peer educators and care givers (such as partners, husbands, mothers-in-law, teachers and service providers) reporting correct understanding of adverse effects and consequences of substance misuse",Verbatim source-table label,Substance misuse,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Peer educators and care-givers assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",8.7,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-128,Prevalence of obesity in adolescents,Verbatim source-table label,NCD prevention,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",9.1,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-129,Prevalence of insufficiently active adolescents,Verbatim source-table label,NCD prevention,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",9.2,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-130,Prevalence of current tobacco use (smoking and smokeless) among adolescents,Verbatim source-table label,NCD prevention,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",9.3,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-131,Percentage of adolescents with diagnosed diabetes,Verbatim source-table label,NCD prevention,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",9.4,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-132,Percentage of adolescents with diagnosed hypertension,Verbatim source-table label,NCD prevention,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",9.5,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-133,"Percentage of adolescents, who have correct knowledge of early warning signals of NCD (diabetes and hypertension)",Verbatim source-table label,NCD prevention,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",9.6,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-134,Percentage of adolescents with correct knowledge of healthy lifestyle,Verbatim source-table label,NCD prevention,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents assessed,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",9.7,PDF pages 22–26,National; state; district; facility/community where MIS permits,Facility/community where MIS permits,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-135,Percentage and number of Peer Educators enrolled against planned,Verbatim source-table label,Peer Education Programme,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Peer Educators planned,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",PE-01,PDF pages 22–26,Community; facility; block; district; state; national,Community/facility,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-136,Percentage and numbers of peer educators trained (out of to total number of PEs),Verbatim source-table label,Peer Education Programme,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Peer Educators enrolled,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",PE-02,PDF pages 22–26,Community; facility; block; district; state; national,Community/facility,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-137,Percentage and number of adolescents reached through village based Peer Educators,Verbatim source-table label,Peer Education Programme,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents planned to be reached,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",PE-03,PDF pages 22–26,Community; facility; block; district; state; national,Community/facility,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-138,Percentage and number of sessions held by peer educators against planned,Verbatim source-table label,Peer Education Programme,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Peer educator sessions planned,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",PE-04,PDF pages 22–26,Community; facility; block; district; state; national,Community/facility,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-139,Number of adolescents referred by PE to AFHC,Verbatim source-table label,Peer Education Programme,,Count,count,Source-defined aggregation or count,"Not applicable—absolute count, source reporting element, or source-defined value",Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",PE-05,PDF pages 22–26,Community; facility; block; district; state; national,Community/facility,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-140,"Percentage and number of AFHC operationalised against planned (at PHC, CHC, DH/Medical College)",Verbatim source-table label,Adolescent Friendly Health Clinics,,Percentage/proportion,%,(numerator ÷ denominator) × 100,AFHCs planned,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",AFHC-01,PDF pages 22–26,Community; facility; block; district; state; national,Community/facility,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-141,Client load at Adolescent Friendly Health Clinics per month (no.),Verbatim source-table label,Adolescent Friendly Health Clinics,,Count,count,Source-defined aggregation or count,"Not applicable—absolute count, source reporting element, or source-defined value",Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",AFHC-02,PDF pages 22–26,Community; facility; block; district; state; national,Community/facility,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-142,Client referred from community to AFHC per month (no.),Verbatim source-table label,Adolescent Friendly Health Clinics,,Count,count,Source-defined aggregation or count,"Not applicable—absolute count, source reporting element, or source-defined value",Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",AFHC-03,PDF pages 22–26,Community; facility; block; district; state; national,Community/facility,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-143,"Percentage of adolescents accessing adolescent clinics for puberty-related problems, RTIs/STIs, mental health concerns, abortion care, nutrition",Verbatim source-table label,Adolescent Friendly Health Clinics,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents accessing adolescent clinics,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",AFHC-04,PDF pages 22–26,Community; facility; block; district; state; national,Community/facility,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-144,Percentage and number of AH counsellors recruited against planned,Verbatim source-table label,Adolescent Friendly Health Clinics,,Percentage/proportion,%,(numerator ÷ denominator) × 100,AH counsellors planned,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",AFHC-05,PDF pages 22–26,Community; facility; block; district; state; national,Community/facility,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-145,Total no. of clients counselled,Verbatim source-table label,Adolescent Friendly Health Clinics,,Count,count,Source-defined aggregation or count,"Not applicable—absolute count, source reporting element, or source-defined value",Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",AFHC-06,PDF pages 22–26,Community; facility; block; district; state; national,Community/facility,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-146,Percentage and number of trained Counsellors in place against planned,Verbatim source-table label,Adolescent Friendly Health Clinics,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Counsellor positions planned,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",AFHC-07,PDF pages 22–26,Community; facility; block; district; state; national,Community/facility,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-147,Proportion of trained counsellors to total number of adolescents,Verbatim source-table label,Adolescent Friendly Health Clinics,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescents in the programme population,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",AFHC-08,PDF pages 22–26,Community; facility; block; district; state; national,Community/facility,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-148,Percentage and number of MO trained in AFHS (Male/ female) against planned,Verbatim source-table label,Adolescent Friendly Health Clinics,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Medical officers planned for AFHS training,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",AFHC-09,PDF pages 22–26,Community; facility; block; district; state; national,Community/facility,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-149,Percentage and number of ANMs/LHVs trained on AFHS against planned,Verbatim source-table label,Adolescent Friendly Health Clinics,,Percentage/proportion,%,(numerator ÷ denominator) × 100,ANMs/LHVs planned for AFHS training,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",AFHC-10,PDF pages 22–26,Community; facility; block; district; state; national,Community/facility,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-150,Number and percentage of AHD planned and held,Verbatim source-table label,Adolescent Health Day,,Count,count,Source-defined aggregation or count,"Not applicable—absolute count, source reporting element, or source-defined value",Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",AHD-01,PDF pages 22–26,Community; facility; block; district; state; national,Community/facility,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-151,Total number of adolescents visiting AHD,Verbatim source-table label,Adolescent Health Day,,Count,count,Source-defined aggregation or count,"Not applicable—absolute count, source reporting element, or source-defined value",Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",AHD-02,PDF pages 22–26,Community; facility; block; district; state; national,Community/facility,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-152,Total number of adolescents referred to AFHCs during AHD,Verbatim source-table label,Adolescent Health Day,,Count,count,Source-defined aggregation or count,"Not applicable—absolute count, source reporting element, or source-defined value",Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",AHD-03,PDF pages 22–26,Community; facility; block; district; state; national,Community/facility,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
IND-RMNCHA2-153,Total number and percentage of AHDs providing contraceptives,Verbatim source-table label,Adolescent Health Day,,Percentage/proportion,%,(numerator ÷ denominator) × 100,Adolescent Health Days held,Operational Framework for Rashtriya Kishor Swasthya Karyakram (RKSK),"Exhibits 2.02 and 2.03: Goal, outcome, output and programme/service-delivery indicators",AHD-04,PDF pages 22–26,Community; facility; block; district; state; national,Community/facility,,No reviewed main-registry crosswalk yet,https://nhm.gov.in/images/pdf/programmes/RKSK/RKSK_Operational_Framework.pdf
