occurrenceId,schemaId,columnOrdinal,moduleCode,moduleTitle,sourceCode,exactSourceLabel,canonicalElementId,canonicalElementLabel,matchMethod,labelRelation,moduleCompatibility,codeAlignment,canonicalObservedCodes,reconciliationStatus,reviewBasis,reviewStatus,candidateElementId
HMIS-RPTCOL-JH-0293,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,293,M13,National TB Elimination Programme (NTEP),13.2,"Of the number registered at ICTC centre, the number of presumptive TB cases identified and referred for TB testing and diagnosis",HMIS-DE-0533,"Of the number registered at ICTC centre, the number of presumptive TB cases identified and referred for TB testing and diagnosis",Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.2,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0294,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,294,M13,National TB Elimination Programme (NTEP),13.3,Number of beneficiaries who are registered at the NCD clinic.,HMIS-DE-0292,Number of beneficiaries who are registered at the NCD clinic,Deterministic normalized-label match,Controlled normalized equivalent,Compatible,Existing observed code,13.3,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0295,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,295,M13,National TB Elimination Programme (NTEP),13.4,The number registered at the NCD clinic includes the number of presumptive TB cases identified and referred for TB testing and diagnosis,HMIS-DE-0622,The number registered at the NCD clinic includes the number of presumptive TB cases identified and referred for TB testing and diagnosis,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.4,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0296,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,296,M14,Patient Services,14.1.1.a,Total number of geriatric/elderly patients (age>=60 yrs) Registered,HMIS-DE-0670,Total number of geriatric/elderly patients (age>=60 yrs) Registered,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,12.1.1.a; 13.1.1.a; 14.1.1.a,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0297,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,297,M14,Patient Services,14.1.1.b,Geriatric (age>=60 yrs) patients footfall,HMIS-DE-0137,Geriatric (age>=60 yrs) patients footfall,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,12.1.1.b; 13.1.1.b; 14.1.1.b,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0298,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,298,M14,Patient Services,14.1.1.c,Number of geriatric/elderly persons who underwent Comprehensive Geriatric Assessment by CHO,HMIS-DE-0362,Number of geriatric/elderly persons who underwent Comprehensive Geriatric Assessment by CHO,Deterministic normalized-label match,Exact source label,Compatible,New report-schema code occurrence,12.1.1.c; 13.1.1.c,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0299,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,299,M14,Patient Services,14.1.1.d,Number of geriatric/elderly persons managed for any elderly conditions,HMIS-DE-0361,Number of geriatric/elderly persons managed for any elderly conditions,Deterministic normalized-label match,Exact source label,Compatible,New report-schema code occurrence,12.1.1.d; 13.1.1.d; 14.1.1.c,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0300,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,300,M14,Patient Services,14.1.1.e,Number of geriatric/elderly persons followed-up for any elderly conditions,HMIS-DE-0360,Number of geriatric/elderly persons followed-up for any elderly conditions,Deterministic normalized-label match,Exact source label,Compatible,New report-schema code occurrence,12.1.1.e; 13.1.1.e; 14.1.1.d,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0301,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,301,M14,Patient Services,14.1.1.f,Number of geriatric/elderly patients (age>=60 yrs) provided physiotherapy services,HMIS-DE-0359,Number of geriatric/elderly patients (age>=60 yrs) provided physiotherapy services,Deterministic normalized-label match,Exact source label,Compatible,New report-schema code occurrence,12.1.1.f; 13.1.1.f; 14.1.1.e,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0302,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,302,M14,Patient Services,14.1.1.g,Number of home bound (bed bound & restricted mobility) elderly and single elderly visited by ASHA & ANM/MPW-M during the month,HMIS-DE-0368,Number of home bound (bed bound & restricted mobility) elderly and single elderly visited by ASHA & ANM/MPW-M during the month,Deterministic normalized-label match,Exact source label,Compatible,New report-schema code occurrence,12.1.1.g; 13.1.1.g; 14.1.1.f,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0303,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,303,M14,Patient Services,14.1.1.h,Number of elderly support groups-‘Sanjeevini’ created during the month,HMIS-DE-0353,Number of elderly support groups-‘Sanjeevini’ created during the month,Deterministic normalized-label match,Exact source label,Compatible,New report-schema code occurrence,12.1.1.h; 13.1.1.h,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0304,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,304,M14,Patient Services,14.1.1.i,Number of weekly geriatric clinics organized during the month,HMIS-DE-0524,Number of weekly geriatric clinics organized during the month,Deterministic normalized-label match,Exact source label,Compatible,New report-schema code occurrence,12.1.1.i; 13.1.1.i,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0305,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,305,M14,Patient Services,14.1.1.j,Number of fixed day rehabilitation services provided during the month,HMIS-DE-0357,Number of fixed day rehabilitation services provided during the month,Deterministic normalized-label match,Exact source label,Compatible,New report-schema code occurrence,12.1.1.j; 13.1.1.j,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0306,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,306,M14,Patient Services,14.1.2.a,Number of patients provided physiotherapy services,HMIS-DE-0446,Number of patients provided physiotherapy services,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.1.2.a; 14.1.2.a,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0307,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,307,M14,Patient Services,14.1.2.b,Number of Palliative Patients visited at home,HMIS-DE-0445,Number of Palliative Patients visited at home,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,12.1.2.a; 13.1.2.b; 14.1.2.b,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0308,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,308,M14,Patient Services,14.1.2.c,Number of visits for home care/ end of life care provided by AAM-PHC team,HMIS-DE-0523,Number of visits for home care/ end of life care provided by AAM-PHC team,Deterministic normalized-label match,Exact source label,Compatible,New report-schema code occurrence,13.1.2.c,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0309,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,309,M14,Patient Services,14.1.2.d,Number of weekly palliative care OPD conducted at AAM-PHC,HMIS-DE-0525,Number of weekly palliative care OPD conducted at AAM-PHC,Deterministic normalized-label match,Exact source label,Compatible,New report-schema code occurrence,12.1.2.b; 13.1.2.d,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0310,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,310,M14,Patient Services,14.1.2.e,Number of cases reported for Self Harm,HMIS-DE-0301,Number of cases reported for Self Harm,Deterministic normalized-label match,Exact source label,Compatible,New report-schema code occurrence,12.1.2.c; 13.1.2.e; 14.1.2.b; 14.1.2.c,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0311,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,311,M14,Patient Services,14.1.3.a,Total number of footfall in outreach camps/sessions,HMIS-DE-0669,Total number of footfall in outreach camps/sessions,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,12.1.3.a; 13.1.3.a; 14.1.3.a,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0312,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,312,M14,Patient Services,14.1.3.b,Total number cases examined in outreach camps for Mental illness,HMIS-DE-0642,Total number cases examined in outreach camps for Mental illness,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,12.1.3.b; 13.1.3.b; 14.1.3.b,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0313,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,313,M14,Patient Services,14.1.4,Number of psychoeducation sessions conducted at the Ayushman Arogya Mandir during the month,HMIS-DE-0486,Number of psychoeducation sessions conducted at the Ayushman Arogya Mandir during the month,Deterministic normalized-label match,Exact source label,Compatible,New report-schema code occurrence,12.1.4; 13.1.3.c,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0314,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,314,M14,Patient Services,14.2.1,Allopathic- Outpatient attendance,HMIS-DE-0012,Allopathic- Outpatient attendance,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,12.2.1; 13.2.1; 14.2.1,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0315,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,315,M14,Patient Services,14.2.1.a,"Out of above, number of specialist Allopathic OPD services provided",HMIS-DE-0539,"Out of above, number of specialist Allopathic OPD services provided",Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,12.2.1.a; 13.2.1.a; 14.2.1.a,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0316,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,316,M14,Patient Services,14.2.2,Ayush - Outpatient attendance,HMIS-DE-0022,Ayush - Outpatient attendance,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,12.2.2; 13.2.2; 14.2.2,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0317,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,317,M14,Patient Services,14.2.2.b,"Out of above, number of specialist AYUSH OPD services provided",HMIS-DE-0540,"Out of above, number of specialist AYUSH OPD services provided",Deterministic normalized-label match,Exact source label,Compatible,New report-schema code occurrence,12.2.2.a; 13.2.2.a; 14.2.2.a,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0318,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,318,M14,Patient Services,14.3.1.a,IPD Admission Male- Children<18yrs,HMIS-DE-0192,IPD Admission Male- Children<18yrs,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.3.1.a; 14.3.1.a,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0319,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,319,M14,Patient Services,14.3.1.b,IPD Admission Male- Adults <60yrs,HMIS-DE-0191,IPD Admission Male- Adults <60yrs,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.3.1.b; 14.3.1.b,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0320,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,320,M14,Patient Services,14.3.1.c,IPD Admission Female- Children<18yrs,HMIS-DE-0189,IPD Admission Female- Children<18yrs,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.3.1.c; 14.3.1.c,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0321,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,321,M14,Patient Services,14.3.1.d,IPD Admission Female- Adults<60yrs,HMIS-DE-0188,IPD Admission Female- Adults<60yrs,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.3.1.d; 14.3.1.d,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0322,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,322,M14,Patient Services,14.3.1.e,IPD Admission Geriatric->=60yrs,HMIS-DE-0190,IPD Admission Geriatric->=60yrs,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.3.1.e; 14.3.1.e,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0323,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,323,M14,Patient Services,14.3.2.a,IPD Discharge Male- Children<18yrs,HMIS-DE-0204,IPD Discharge Male- Children<18yrs,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.3.2.a; 14.3.2.a,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0324,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,324,M14,Patient Services,14.3.2.b,IPD Discharge Male- Adults<60yrs,HMIS-DE-0203,IPD Discharge Male- Adults<60yrs,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.3.2.b; 14.3.2.b,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0325,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,325,M14,Patient Services,14.3.2.c,IPD Discharge Female- Children<18yrs,HMIS-DE-0201,IPD Discharge Female- Children<18yrs,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.3.2.c; 14.3.2.c,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0326,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,326,M14,Patient Services,14.3.2.d,IPD Discharge Female- Adults<60yrs,HMIS-DE-0200,IPD Discharge Female- Adults<60yrs,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.3.2.d; 14.3.2.d,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0327,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,327,M14,Patient Services,14.3.2.e,IPD Discharge Geriatric->=60yrs,HMIS-DE-0202,IPD Discharge Geriatric->=60yrs,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.3.2.e; 14.3.2.e,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0328,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,328,M14,Patient Services,14.3.3.a,IPD Referred Male- Children<18yrs,HMIS-DE-0209,IPD Referred Male- Children<18yrs,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.3.3.a; 14.3.3.a,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0329,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,329,M14,Patient Services,14.3.3.b,IPD Referred Male- Adults<60yrs,HMIS-DE-0208,IPD Referred Male- Adults<60yrs,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.3.3.b; 14.3.3.b,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0330,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,330,M14,Patient Services,14.3.3.c,IPD Referred Female- Children<18yrs,HMIS-DE-0206,IPD Referred Female- Children<18yrs,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.3.3.c; 14.3.3.c,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0331,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,331,M14,Patient Services,14.3.3.d,IPD Referred Female- Adults<60yrs,HMIS-DE-0205,IPD Referred Female- Adults<60yrs,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.3.3.d; 14.3.3.d,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0332,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,332,M14,Patient Services,14.3.3.e,IPD Referred Geriatric->=60yrs,HMIS-DE-0207,IPD Referred Geriatric->=60yrs,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.3.3.e; 14.3.3.e,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0333,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,333,M14,Patient Services,14.3.4.a,IPD Deaths Male- Children<18yrs,HMIS-DE-0198,IPD Deaths Male- Children<18yrs,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.3.4.a; 14.3.4.a,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0334,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,334,M14,Patient Services,14.3.4.b,IPD Deaths Male- Adults<60yrs,HMIS-DE-0197,IPD Deaths Male- Adults<60yrs,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.3.4.b; 14.3.4.b,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0335,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,335,M14,Patient Services,14.3.4.c,IPD Deaths Female- Children<18yrs,HMIS-DE-0195,IPD Deaths Female- Children<18yrs,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.3.4.c; 14.3.4.c,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0336,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,336,M14,Patient Services,14.3.4.d,IPD Deaths Female- Adults<60yrs,HMIS-DE-0194,IPD Deaths Female- Adults<60yrs,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.3.4.d; 14.3.4.d,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0337,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,337,M14,Patient Services,14.3.4.e,IPD Deaths Geriatric->=60yrs,HMIS-DE-0196,IPD Deaths Geriatric->=60yrs,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.3.4.e; 14.3.4.e,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0338,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,338,M14,Patient Services,14.3.5.a,Total cases Referred out (OPD+IPD+Emergency)-During Day,HMIS-DE-0628,Total cases Referred out (OPD+IPD+Emergency)-During Day,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.3.5.a; 14.3.5.a,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0339,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,339,M14,Patient Services,14.3.5.b,Total cases Referred out (OPD+IPD+Emergency)-At Night (8 PM- 8 AM),HMIS-DE-0627,Total cases Referred out (OPD+IPD+Emergency)-At Night (8 PM- 8 AM),Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.3.5.b; 14.3.5.b,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0340,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,340,M14,Patient Services,14.3.6,Day Care Admissions,HMIS-DE-0098,Day Care Admissions,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,12.4; 13.3.6; 14.3.6,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0341,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,341,M14,Patient Services,14.3.7.a,Number of Total Left Against Medical Advice (LAMA) cases reported at the facility,HMIS-DE-0521,Number of Total Left Against Medical Advice (LAMA) cases reported at the facility,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.3.7.a; 14.3.7.a,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0342,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,342,M14,Patient Services,14.3.7.b,Number of delivery LAMA cases reported at the facility,HMIS-DE-0350,Number of delivery LAMA cases reported at the facility,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.3.7.b; 14.3.7.b,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0343,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,343,M14,Patient Services,14.3.8,Total number of Medico Legal Cases reported at the facility,HMIS-DE-0680,Total number of Medico Legal Cases reported at the facility,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.3.8; 14.3.8,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0344,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,344,M14,Patient Services,14.3.9,Total number of postmortem conducted at the facility,HMIS-DE-0689,Total number of postmortem conducted at the facility,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,14.3.9,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0345,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,345,M14,Patient Services,14.3.10,Total number of telemedicine consultation provided,HMIS-DE-0690,Total number of telemedicine consultation provided,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,12.5; 13.3.9; 14.3.10,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0346,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,346,M14,Patient Services,14.4.1,Inpatient - Malaria,HMIS-DE-0176,Inpatient - Malaria,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.4.1; 14.4.1,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0347,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,347,M14,Patient Services,14.4.2,Inpatient - Dengue,HMIS-DE-0174,Inpatient - Dengue,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.4.2; 14.4.2,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0348,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,348,M14,Patient Services,14.4.3,Inpatient - Typhoid,HMIS-DE-0179,Inpatient - Typhoid,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.4.3; 14.4.3,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0349,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,349,M14,Patient Services,14.4.4,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",HMIS-DE-0173,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.4.4; 14.4.4,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0350,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,350,M14,Patient Services,14.4.5,Inpatient - Tuberculosis,HMIS-DE-0178,Inpatient - Tuberculosis,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.4.5; 14.4.5,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0351,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,351,M14,Patient Services,14.4.6,Inpatient - Pyrexia of unknown origin (PUO),HMIS-DE-0177,Inpatient - Pyrexia of Unknown Origin (PUO),Deterministic normalized-label match,Controlled normalized equivalent,Compatible,Existing observed code,13.4.6; 14.4.6,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
HMIS-RPTCOL-JH-0352,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,352,M14,Patient Services,14.4.7,Inpatient - Diarrhoea with dehydration,HMIS-DE-0175,Inpatient - Diarrhoea with dehydration,Deterministic normalized-label match,Exact source label,Compatible,Existing observed code,13.4.7; 14.4.7,Accepted canonical link,"Header, controlled normalization, module context and canonical April-2025 element dictionary",Analyst-reviewed deterministic rule; custodian validation pending,
