occurrenceId,schemaId,measureSequence,columnOrdinal,objectClass,moduleCode,moduleTitle,sourceCode,exactSourceLabel,rawHeader,state,reportNameAsProvided,downloadDate,reportingPeriod,columnSelection,formatTypeApplicability,facilityTypeApplicability,serviceDeliveryContext,sourceArtifact,sourceArtifactSha256,sourceVersion,versionStatus,canonicalElementId,reconciliationStatus,reviewStatus
HMIS-RPTCOL-JH-0291,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,256,291,HMIS measure occurrence,M12,Adolescent Health,12.4.4,Number of Adolescent Friendly Club Meetings organized,	12.4.4. ::  Number of Adolescent Friendly Club Meetings organized	,Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0292,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,257,292,HMIS measure occurrence,M13,National TB Elimination Programme (NTEP),13.1,Number of beneficiaries who are registered at the ICTC centre.,M13 [National TB Elimination Programme (NTEP)]	13.1. :: Number of beneficiaries who are registered at the ICTC centre.	,Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0293,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,258,293,HMIS measure occurrence,M13,National TB Elimination Programme (NTEP),13.2,"Of the number registered at ICTC centre, the number of presumptive TB cases identified and referred for TB testing and diagnosis","	13.2. :: Of the number registered at ICTC centre, the number of presumptive TB cases identified and referred for TB testing and diagnosis	",Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0294,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,259,294,HMIS measure occurrence,M13,National TB Elimination Programme (NTEP),13.3,Number of beneficiaries who are registered at the NCD clinic.,	13.3. :: Number of beneficiaries who are registered at the NCD clinic.	,Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0295,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,260,295,HMIS measure occurrence,M13,National TB Elimination Programme (NTEP),13.4,The number registered at the NCD clinic includes the number of presumptive TB cases identified and referred for TB testing and diagnosis,	13.4. :: The number registered at the NCD clinic includes the number of presumptive TB cases identified and referred for TB testing and diagnosis	,Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0296,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,261,296,HMIS measure occurrence,M14,Patient Services,14.1.1.a,Total number of geriatric/elderly patients (age>=60 yrs) Registered,M14 [Patient Services]	14.1.1.a :: Total number of geriatric/elderly patients (age>=60 yrs) Registered	,Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0297,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,262,297,HMIS measure occurrence,M14,Patient Services,14.1.1.b,Geriatric (age>=60 yrs) patients footfall,	14.1.1.b :: Geriatric (age>=60 yrs) patients footfall	,Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0298,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,263,298,HMIS measure occurrence,M14,Patient Services,14.1.1.c,Number of geriatric/elderly persons who underwent Comprehensive Geriatric Assessment by CHO,	14.1.1.c :: Number of geriatric/elderly persons who underwent Comprehensive Geriatric Assessment by CHO	,Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0299,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,264,299,HMIS measure occurrence,M14,Patient Services,14.1.1.d,Number of geriatric/elderly persons managed for any elderly conditions,	14.1.1.d :: Number of geriatric/elderly persons managed for any elderly conditions	,Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0300,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,265,300,HMIS measure occurrence,M14,Patient Services,14.1.1.e,Number of geriatric/elderly persons followed-up for any elderly conditions,	14.1.1.e :: Number of geriatric/elderly persons followed-up for any elderly conditions 	,Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0301,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,266,301,HMIS measure occurrence,M14,Patient Services,14.1.1.f,Number of geriatric/elderly patients (age>=60 yrs) provided physiotherapy services,	14.1.1.f :: Number of geriatric/elderly patients (age>=60 yrs) provided physiotherapy services 	,Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0302,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,267,302,HMIS measure occurrence,M14,Patient Services,14.1.1.g,Number of home bound (bed bound & restricted mobility) elderly and single elderly visited by ASHA & ANM/MPW-M during the month,	14.1.1.g :: Number of home bound (bed bound & restricted mobility) elderly and single elderly  visited by ASHA & ANM/MPW-M  during the month	,Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0303,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,268,303,HMIS measure occurrence,M14,Patient Services,14.1.1.h,Number of elderly support groups-‘Sanjeevini’ created during the month,	14.1.1.h :: Number of elderly support groups-‘Sanjeevini’ created during the month	,Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0304,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,269,304,HMIS measure occurrence,M14,Patient Services,14.1.1.i,Number of weekly geriatric clinics organized during the month,	14.1.1.i :: Number of weekly geriatric clinics organized during the month	,Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0305,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,270,305,HMIS measure occurrence,M14,Patient Services,14.1.1.j,Number of fixed day rehabilitation services provided during the month,	14.1.1.j :: Number of fixed day rehabilitation services provided during the month	,Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0306,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,271,306,HMIS measure occurrence,M14,Patient Services,14.1.2.a,Number of patients provided physiotherapy services,	14.1.2.a. :: Number of patients provided physiotherapy services	,Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0307,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,272,307,HMIS measure occurrence,M14,Patient Services,14.1.2.b,Number of Palliative Patients visited at home,	14.1.2.b. :: Number of Palliative Patients visited at home 	,Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0308,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,273,308,HMIS measure occurrence,M14,Patient Services,14.1.2.c,Number of visits for home care/ end of life care provided by AAM-PHC team,	14.1.2.c. :: Number of visits for home care/ end of life care provided by AAM-PHC team	,Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0309,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,274,309,HMIS measure occurrence,M14,Patient Services,14.1.2.d,Number of weekly palliative care OPD conducted at AAM-PHC,	14.1.2.d. :: Number of weekly palliative care OPD conducted at AAM-PHC	,Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0310,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,275,310,HMIS measure occurrence,M14,Patient Services,14.1.2.e,Number of cases reported for Self Harm,	14.1.2.e. :: Number of cases reported for Self Harm	,Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0311,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,276,311,HMIS measure occurrence,M14,Patient Services,14.1.3.a,Total number of footfall in outreach camps/sessions,	14.1.3.a :: Total number of footfall in outreach camps/sessions	,Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0312,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,277,312,HMIS measure occurrence,M14,Patient Services,14.1.3.b,Total number cases examined in outreach camps for Mental illness,	14.1.3.b :: Total number cases examined in outreach camps for Mental illness	,Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0313,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,278,313,HMIS measure occurrence,M14,Patient Services,14.1.4,Number of psychoeducation sessions conducted at the Ayushman Arogya Mandir during the month,	14.1.4. :: Number of psychoeducation sessions conducted at the Ayushman Arogya Mandir during the month	,Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0314,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,279,314,HMIS measure occurrence,M14,Patient Services,14.2.1,Allopathic- Outpatient attendance,	14.2.1. :: Allopathic- Outpatient attendance	,Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0315,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,280,315,HMIS measure occurrence,M14,Patient Services,14.2.1.a,"Out of above, number of specialist Allopathic OPD services provided","	14.2.1.a :: Out of above, number of specialist Allopathic OPD services provided 	",Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0316,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,281,316,HMIS measure occurrence,M14,Patient Services,14.2.2,Ayush - Outpatient attendance,	14.2.2. :: Ayush - Outpatient attendance	,Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0317,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,282,317,HMIS measure occurrence,M14,Patient Services,14.2.2.b,"Out of above, number of specialist AYUSH OPD services provided","	14.2.2.b :: Out of above, number of specialist AYUSH OPD services provided 	",Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0318,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,283,318,HMIS measure occurrence,M14,Patient Services,14.3.1.a,IPD Admission Male- Children<18yrs,	14.3.1.a :: IPD Admission Male- Children<18yrs	,Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0319,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,284,319,HMIS measure occurrence,M14,Patient Services,14.3.1.b,IPD Admission Male- Adults <60yrs,	14.3.1.b :: IPD Admission Male- Adults <60yrs	,Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0320,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,285,320,HMIS measure occurrence,M14,Patient Services,14.3.1.c,IPD Admission Female- Children<18yrs,	14.3.1.c :: IPD Admission Female- Children<18yrs	,Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0321,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,286,321,HMIS measure occurrence,M14,Patient Services,14.3.1.d,IPD Admission Female- Adults<60yrs,	14.3.1.d :: IPD Admission Female- Adults<60yrs	,Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
HMIS-RPTCOL-JH-0322,HMIS-RPTSCHEMA-JHARKHAND-20260901-001,287,322,HMIS measure occurrence,M14,Patient Services,14.3.1.e,IPD Admission Geriatric->=60yrs,	14.3.1.e :: IPD Admission Geriatric->=60yrs	,Jharkhand,HMIS report,2026-09-01,Unconfirmed,Default columns,Row-dependent; Format Type is an exported dimension and no row values were supplied,Row-dependent; Facility Type is an exported dimension and no row values were supplied,Row-dependent; In-facility/Outreach/Total is an exported dimension,HMIS-RPTSCHEMA-JHARKHAND-20260901-001.headers.txt,3CE7ECB1702D0A54BF41DA4ED990C2D166EC5A82915434662CC9D17A5CE6F6EF,Schema observed in Jharkhand HMIS export downloaded 2026-09-01,Observed report manifestation; national/current applicability not established,,Pending deterministic matching in Task 6,Source occurrence captured; semantic reconciliation pending
