research_id,data_element_label,analytic_component,facility_types,module_titles,observed_source_codes,source_locations,source_version,provenance_status,currentness_note
HMIS-FORM-0329,Number of complications following IUCD Insertion,Family planning,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Family Planning,7.4; 8.7,CHC p.6; Civil Hospital / SDH p.7; District Hospital p.6; HWC-PHC p.6; HWC-SC p.5; Medical College p.5,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0330,Number of Condom pieces distributed to the beneficiary,Family planning,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Family Planning,7.10; 8.13,CHC p.7; Civil Hospital / SDH p.7; District Hospital p.7; HWC-PHC p.7; HWC-SC p.5; Medical College p.5,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0331,Number of deaths due to Accidents/Burn cases,Mortality and death review,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.6.8; 15.6.8; 16.7.8,CHC p.20; Civil Hospital / SDH p.21; District Hospital p.19; HWC-PHC p.19; HWC-SC p.13; Medical College p.17,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0332,Number of Deaths due to Acute Encephelitis Syndrome (AES),Mortality and death review,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Details of deaths reported:,15.7.5; 16.8.5,CHC p.20; Civil Hospital / SDH p.21; District Hospital p.19; HWC-PHC p.20; Medical College p.17,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0333,Number of deaths due to Animal bites and stings,STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.6.9; 15.6.9; 16.7.9,CHC p.20; Civil Hospital / SDH p.21; District Hospital p.19; HWC-PHC p.19; HWC-SC p.13; Medical College p.17,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0334,Number of deaths due to Cancer,Noncommunicable diseases,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.6.6; 15.6.6; 16.7.6,CHC p.20; Civil Hospital / SDH p.20; District Hospital p.19; HWC-PHC p.19; HWC-SC p.13; Medical College p.17,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0335,Number of Deaths due to Dengue,Vector-borne diseases,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Details of deaths reported:,15.7.4; 16.8.4,CHC p.20; Civil Hospital / SDH p.21; District Hospital p.19; HWC-PHC p.20; Medical College p.17,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0336,Number of deaths due to Diarrhoeal diseases,Childhood illness,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.6.1; 15.6.1; 16.7.1,CHC p.20; Civil Hospital / SDH p.20; District Hospital p.19; HWC-PHC p.19; HWC-SC p.13; Medical College p.16,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0337,Number of deaths due to Heart disease/Hypertension related,Noncommunicable diseases,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.6.5; 15.6.5; 16.7.5,CHC p.20; Civil Hospital / SDH p.20; District Hospital p.19; HWC-PHC p.19; HWC-SC p.13; Medical College p.17,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0338,Number of Deaths due to Japanese Encephalitis (JE),Vector-borne diseases,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Details of deaths reported:,15.7.6; 16.8.6,CHC p.20; Civil Hospital / SDH p.21; District Hospital p.20; HWC-PHC p.20; Medical College p.17,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0339,Number of Deaths due to Kala Azar,Vector-borne diseases,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Details of deaths reported:,15.7.3; 16.8.3,CHC p.20; Civil Hospital / SDH p.21; District Hospital p.19; HWC-PHC p.20; Medical College p.17,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0340,Number of deaths due to Known Acute Disease,Mortality and death review,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.6.10; 15.6.10; 16.7.10,CHC p.20; Civil Hospital / SDH p.21; District Hospital p.19; HWC-PHC p.20; HWC-SC p.13; Medical College p.17,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0341,Number of deaths due to Known Chronic Disease,Mortality and death review,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.6.11; 15.6.11; 16.7.11,CHC p.20; Civil Hospital / SDH p.21; District Hospital p.19; HWC-PHC p.20; HWC-SC p.13; Medical College p.17,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0342,Number of Deaths due to Malaria- Plasmodium Falciparum,Vector-borne diseases,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.7.2; 15.7.2; 16.8.2,CHC p.20; Civil Hospital / SDH p.21; District Hospital p.19; HWC-PHC p.20; HWC-SC p.14; Medical College p.17,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0343,Number of Deaths due to Malaria- Plasmodium Vivax,Vector-borne diseases,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.7.1; 15.7.1; 16.8.1,CHC p.20; Civil Hospital / SDH p.21; District Hospital p.19; HWC-PHC p.20; HWC-SC p.14; Medical College p.17,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0344,Number of deaths due to Neurological disease including strokes,Noncommunicable diseases,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.6.7; 15.6.7; 16.7.7,CHC p.20; Civil Hospital / SDH p.20; District Hospital p.19; HWC-PHC p.19; HWC-SC p.13; Medical College p.17,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0345,Number of deaths due to Other Causes,Mortality and death review,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.6.12; 15.6.12; 16.7.12,CHC p.20; Civil Hospital / SDH p.21; District Hospital p.19; HWC-PHC p.20; HWC-SC p.13; Medical College p.17,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0346,Number of deaths due to Other Fever Related,Mortality and death review,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.6.4; 15.6.4; 16.7.4,CHC p.20; Civil Hospital / SDH p.20; District Hospital p.19; HWC-PHC p.19; HWC-SC p.13; Medical College p.17,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0347,Number of deaths due to Respiratory diseases including infections (other than TB),Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.6.3; 15.6.3; 16.7.3,CHC p.20; Civil Hospital / SDH p.20; District Hospital p.19; HWC-PHC p.19; HWC-SC p.13; Medical College p.17,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0348,Number of deaths due to Tuberculosis,Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.6.2; 15.6.2; 16.7.2,CHC p.20; Civil Hospital / SDH p.20; District Hospital p.19; HWC-PHC p.19; HWC-SC p.13; Medical College p.16,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0349,Number of deaths occurred at SNCU,Newborn and pregnancy outcomes,CHC; Civil Hospital / SDH; District Hospital; Medical College,National TB Elimination Programme (NTEP); Patient Services,14.11.1,CHC p.14; Civil Hospital / SDH p.15; District Hospital p.14; Medical College p.12,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0350,Number of delivery LAMA cases reported at the facility,Delivery and intrapartum care,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,National TB Elimination Programme (NTEP); Patient Services,13.3.7.b; 14.3.7.b,CHC p.13; Civil Hospital / SDH p.13; District Hospital p.12; HWC-PHC p.13; Medical College p.10,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0351,Number of DIL women screened for HIV by Whole Blood Finger Prick/RDT test/POC test,STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Diagnostics,14.3.3.e; 15.3.3.e,CHC p.17; Civil Hospital / SDH p.18; District Hospital p.17; HWC-PHC p.17; Medical College p.14,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0352,Number of Eclampsia cases managed during delivery,Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Ante Natal Care (ANC) Services & High Risk Pregnancies,1.3.5,CHC p.2; Civil Hospital / SDH p.2; District Hospital p.2; HWC-PHC p.2; Medical College p.1,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0353,Number of elderly support groups-‘Sanjeevini’ created during the month,Elderly and palliative care,HWC-PHC; HWC-SC,Patient Services,12.1.1.h; 13.1.1.h,HWC-PHC p.11; HWC-SC p.9,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0354,Number of Emergency Contraceptive Pills (ECP) given to the beneficiary,Family planning,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Family Planning,7.12; 8.15,CHC p.7; Civil Hospital / SDH p.7; District Hospital p.7; HWC-PHC p.7; HWC-SC p.6; Medical College p.5,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0355,Number of females (all females) assessed for STI/RTI,STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Sexually Transmitted Infections/Reproductive Tract Infections (STI/RTI) Cases,6.1.2; 7.1.2,CHC p.6; Civil Hospital / SDH p.6; District Hospital p.6; HWC-PHC p.6; HWC-SC p.5; Medical College p.4,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0356,Number of females (non-ANC) screened for HIV by Whole Blood Finger Prick/RDT test/POC test,Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Diagnostics,13.3.2.a; 14.3.2.a; 15.3.2.a,CHC p.17; Civil Hospital / SDH p.17; District Hospital p.16; HWC-PHC p.17; HWC-SC p.11; Medical College p.14,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0357,Number of fixed day rehabilitation services provided during the month,Patient services and utilization,HWC-PHC; HWC-SC,Patient Services,12.1.1.j; 13.1.1.j,HWC-PHC p.11; HWC-SC p.9,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0358,Number of GDM positive PW managed with Insulin/Metformin out of total tested positive for GDM,Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Ante Natal Care (ANC) Services & High Risk Pregnancies,1.5.3,CHC p.2; Civil Hospital / SDH p.2; District Hospital p.2; HWC-PHC p.2; Medical College p.2,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0359,Number of geriatric/elderly patients (age>=60 yrs) provided physiotherapy services,Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,National TB Elimination Programme (NTEP); Patient Services,12.1.1.f; 13.1.1.f; 14.1.1.e,CHC p.11; Civil Hospital / SDH p.12; District Hospital p.11; HWC-PHC p.11; HWC-SC p.9; Medical College p.9,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0360,Number of geriatric/elderly persons followed-up for any elderly conditions,Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,National TB Elimination Programme (NTEP); Patient Services,12.1.1.e; 13.1.1.e; 14.1.1.d,CHC p.11; Civil Hospital / SDH p.12; District Hospital p.11; HWC-PHC p.11; HWC-SC p.9; Medical College p.9,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0361,Number of geriatric/elderly persons managed for any elderly conditions,Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,National TB Elimination Programme (NTEP); Patient Services,12.1.1.d; 13.1.1.d; 14.1.1.c,CHC p.11; Civil Hospital / SDH p.12; District Hospital p.11; HWC-PHC p.11; HWC-SC p.9; Medical College p.9,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0362,Number of geriatric/elderly persons who underwent Comprehensive Geriatric Assessment by CHO,Elderly and palliative care,HWC-PHC; HWC-SC,Patient Services,12.1.1.c; 13.1.1.c,HWC-PHC p.11; HWC-SC p.9,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0363,Number of Girls (6th -12th class) provided 4/5 IFA tablets in schools,Anaemia and nutrition,Block Headquarters,Anaemia Mukt Bharat,2.3.1.a,Block Headquarters p.2,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0364,Number of Girls (6th -12th class) provided albendazole in schools,Anaemia and nutrition,Block Headquarters,Anaemia Mukt Bharat,2.3.2.a,Block Headquarters p.2,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0365,Number of H/TG assessed for STI/RTI,STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Sexually Transmitted Infections/Reproductive Tract Infections (STI/RTI) Cases,6.1.3; 7.1.3,CHC p.6; Civil Hospital / SDH p.6; District Hospital p.6; HWC-PHC p.6; HWC-SC p.5; Medical College p.4,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0366,Number of H/TG people screened for HIV by Whole Blood Finger Prick/RDT test/POC test,STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Diagnostics,13.3.4.a; 14.3.4.a; 15.3.4.a,CHC p.17; Civil Hospital / SDH p.18; District Hospital p.17; HWC-PHC p.17; HWC-SC p.11; Medical College p.14,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0367,Number of Hb tests conducted including kit tests,STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Diagnostics,13.2.1; 14.2.1; 15.2.1,CHC p.17; Civil Hospital / SDH p.17; District Hospital p.16; HWC-PHC p.16; HWC-SC p.11; Medical College p.14,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0368,Number of home bound (bed bound & restricted mobility) elderly and single elderly visited by ASHA & ANM/MPW-M during the month,Elderly and palliative care,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC,Patient Services,12.1.1.g; 13.1.1.g; 14.1.1.f,CHC p.12; Civil Hospital / SDH p.12; District Hospital p.11; HWC-PHC p.11; HWC-SC p.9,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0369,Number of Home Deliveries attended by,Delivery and intrapartum care,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Deliveries,2.1.1,CHC p.3; Civil Hospital / SDH p.3; District Hospital p.3; HWC-PHC p.3; HWC-SC p.2; Medical College p.3,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0370,Number of Home Deliveries attended by Non SBA,Delivery and intrapartum care,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC,Deliveries,2.1.1.b,CHC p.3; Civil Hospital / SDH p.3; District Hospital p.3; HWC-PHC p.3; HWC-SC p.3,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0371,Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM),Delivery and intrapartum care,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC,Deliveries,2.1.1.a,CHC p.3; Civil Hospital / SDH p.3; District Hospital p.3; HWC-PHC p.3; HWC-SC p.2,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0372,Number of Hydrocele surgeries conducted in Lymphatic Filariasis (MMDP),Vector-borne diseases,Civil Hospital / SDH; District Hospital; Medical College,National Vector Borne Disease Control Programme (NVBDCP),11.5.3,Civil Hospital / SDH p.11; District Hospital p.10; Medical College p.9,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0373,Number of Immunisation sessions,Immunization,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,CHILD IMMUNISATION,8.7; 9.7,CHC p.9; Civil Hospital / SDH p.9; District Hospital p.9; HWC-PHC p.9; HWC-SC p.7; Medical College p.7,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0374,Number of in-school adolescent boys (10-19 years) having anaemia,Adolescent health,Block Headquarters,Anaemia Mukt Bharat,2.2.1.c,Block Headquarters p.1,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0375,Number of in-school adolescent boys (10-19 years) having severe anaemia (Hb <8 g/dL (deciliter)),Adolescent health,Block Headquarters,Anaemia Mukt Bharat,2.2.2.c,Block Headquarters p.2,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0376,Number of in-school adolescent girls (10-19 years) having anaemia (Hb 8.1-11.9 g/dL (deciliter)),Adolescent health,Block Headquarters,Anaemia Mukt Bharat,2.2.1.b,Block Headquarters p.1,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0377,Number of in-school adolescent girls (10-19 years) having severe anaemia (Hb <8 g/dL (deciliter)),Adolescent health,Block Headquarters,Anaemia Mukt Bharat,2.2.2.b,Block Headquarters p.2,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0378,Number of in-school children (5 - 9 years) provided 4-5 IFA Pink tablets in schools,Anaemia and nutrition,Block Headquarters,Anaemia Mukt Bharat,2.1.1.a,Block Headquarters p.1,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0379,Number of in-school Children (5-9 years) having anaemia (Hb 8.1-11.4 g/dL (deciliter)),Anaemia and nutrition,Block Headquarters,Anaemia Mukt Bharat,2.2.1.a,Block Headquarters p.1,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0380,Number of in-school Children (5-9 years) having severe anaemia (Hb <8 g/dL (deciliter)),Anaemia and nutrition,Block Headquarters,Anaemia Mukt Bharat,2.2.2.a,Block Headquarters p.2,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0381,Number of Infant Deaths (>28 days - below 12 months) due to Pneumonia,Childhood illness,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.3.1; 15.3.1; 16.3.1,CHC p.19; Civil Hospital / SDH p.19; District Hospital p.18; HWC-PHC p.18; HWC-SC p.12; Medical College p.16,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0382,Number of Infant Deaths (>28 days -below 12 months) due to Diarrhoea,Childhood illness,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.3.2; 15.3.2; 16.3.2,CHC p.19; Civil Hospital / SDH p.19; District Hospital p.18; HWC-PHC p.18; HWC-SC p.12; Medical College p.16,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0383,Number of Infant Deaths (>28 days -below 12 months) due to Fever related,Mortality and death review,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.3.3; 15.3.3; 16.3.3,CHC p.19; Civil Hospital / SDH p.19; District Hospital p.18; HWC-PHC p.18; HWC-SC p.12; Medical College p.16,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0384,Number of Infant Deaths (>28 days -below 12 months) due to Measles,Immunization,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.3.4; 15.3.4; 16.3.4,CHC p.19; Civil Hospital / SDH p.19; District Hospital p.18; HWC-PHC p.18; HWC-SC p.12; Medical College p.16,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0385,Number of Infant Deaths (>28 days -below 12 months) due to Others,Mortality and death review,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.3.5; 15.3.5; 16.3.5,CHC p.19; Civil Hospital / SDH p.20; District Hospital p.18; HWC-PHC p.18; HWC-SC p.12; Medical College p.16,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0386,Number of Infants 0 to 11 months old who received:,Immunization,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,CHILD IMMUNISATION,8.1; 9.1,CHC p.7; Civil Hospital / SDH p.8; District Hospital p.7; HWC-PHC p.7; HWC-SC p.6; Medical College p.6,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0387,Number of infants admitted at facility due to any sickness- JSSK Beneficiaries,Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,National TB Elimination Programme (NTEP); Patient Services,12.7.2.a; 13.11.2.a; 14.12.2.a,CHC p.15; Civil Hospital / SDH p.15; District Hospital p.14; HWC-PHC p.15; HWC-SC p.10; Medical College p.12,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
HMIS-FORM-0388,Number of infants received free referral transport under JSSK,Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,National TB Elimination Programme (NTEP); Patient Services,12.7.2.d; 13.11.2.e; 14.12.2.e,CHC p.15; Civil Hospital / SDH p.15; District Hospital p.15; HWC-PHC p.15; HWC-SC p.10; Medical College p.12,Revised HMIS formats effective April 2025,Exact public form label; facility-specific codes retained; semantic normalization pending,Official state-hosted copy; confirm national implementation/version with MoHFW/NHSRC
